Silo,Cust_ID,name_cust,id_st,Date_Invoice,id_item,descr_1,qty_ship,price_net,code_cat_prdt,flag_stat_item,Item_Add_date
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,4/18/2019,1023CCC550,RC-19 CLEANER DEGREASER,1,298.09,10,A,2/7/1995
I ,3880,CLOVERLEAF CHEMICAL CO.,OH,10/1/2020,1023CCC550,RC-19 CLEANER DEGREASER,1,298.09,10,A,2/7/1995
I ,3880,CLOVERLEAF CHEMICAL CO.,OH,7/31/2020,1023CCC550,RC-19 CLEANER DEGREASER,2,596.18,10,A,2/7/1995
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,12/15/2020,1023CCC550,RC-19 CLEANER DEGREASER,1,298.09,10,A,2/7/1995
I ,3880,CLOVERLEAF CHEMICAL CO.,OH,11/13/2020,1023CCC550,RC-19 CLEANER DEGREASER,3,894.27,10,A,2/7/1995
I ,3880,CLOVERLEAF CHEMICAL CO.,PA,6/2/2020,1023CCC614,RC19 CLNR  VISION CORP,1,1471.25,10,A,11/8/2018
I ,3880,CLOVERLEAF CHEMICAL CO.,PA,11/8/2019,1023CCC614,RC19 CLNR  VISION CORP,1,1471.25,10,A,11/8/2018
I ,3880,CLOVERLEAF CHEMICAL CO.,PA,5/15/2019,1023CCC614,RC19 CLNR  VISION CORP,1,1471.25,10,A,11/8/2018
I ,3880,CLOVERLEAF CHEMICAL CO.,PA,12/1/2020,1023CCC614,RC19 CLNR  VISION CORP,1,1471.25,10,A,11/8/2018
I ,3880,CLOVERLEAF CHEMICAL CO.,PA,11/5/2020,1023CCC614,RC19 CLNR  VISION CORP,4,5885,10,A,11/8/2018
I ,3880,CLOVERLEAF CHEMICAL CO.,PA,10/9/2020,1023CCC614,RC19 CLNR  VISION CORP,2,2942.5,10,A,11/8/2018
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,12/17/2020,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,10/26/2020,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,7/2/2020,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,9/1/2020,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,5/8/2019,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,3/22/2019,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,1/15/2019,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,6/28/2019,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,9/16/2019,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,4/29/2020,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,3/9/2020,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,1/8/2020,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,3880,CLOVERLEAF CHEMICAL CO.,IL,11/6/2019,1023CCC615,RC19 CLEANER AND DEGREASER,1,1471.25,10,A,10/28/2015
I ,4577,DB CHEMICAL,IN,2/24/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,2/28/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,3/16/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,3/20/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,4/1/2020,1029DBC040,RT-66 DEGREASER CLEANER,39,822.9,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,4/9/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,5/5/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,3/30/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,7/20/2020,1029DBC040,RT-66 DEGREASER CLEANER,72,1440,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,6/10/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,720,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,6/9/2020,1029DBC040,RT-66 DEGREASER CLEANER,72,1440,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,6/16/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,720,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,4/24/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,4/14/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,583.2,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,6/10/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,5/21/2020,1029DBC040,RT-66 DEGREASER CLEANER,144,2880,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,5/13/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,720,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,6/1/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,4/24/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,9/18/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,720,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,12/29/2020,1029DBC040,RT-66 DEGREASER CLEANER,20,400,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,10/8/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,720,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,11/19/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,720,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,12/3/2020,1029DBC040,RT-66 DEGREASER CLEANER,25,500,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,8/4/2020,1029DBC040,RT-66 DEGREASER CLEANER,144,2880,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,9/1/2020,1029DBC040,RT-66 DEGREASER CLEANER,108,2278.8,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,9/28/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,8/6/2020,1029DBC040,RT-66 DEGREASER CLEANER,108,2278.8,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,10/23/2020,1029DBC040,RT-66 DEGREASER CLEANER,25,527.5,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,10/28/2020,1029DBC040,RT-66 DEGREASER CLEANER,25,527.5,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,10/19/2020,1029DBC040,RT-66 DEGREASER CLEANER,36,759.6,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,11/3/2020,1029DBC040,RT-66 DEGREASER CLEANER,25,527.5,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,11/9/2020,1029DBC040,RT-66 DEGREASER CLEANER,25,527.5,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,11/10/2020,1029DBC040,RT-66 DEGREASER CLEANER,25,527.5,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,11/19/2020,1029DBC040,RT-66 DEGREASER CLEANER,25,527.5,10,A,1/20/2020
I ,4577,DB CHEMICAL,CA,6/5/2020,1029DBC040,RT-66 DEGREASER CLEANER,10,211,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,6/25/2020,1029DBC040,RT-66 DEGREASER CLEANER,144,2880,10,A,1/20/2020
I ,4577,DB CHEMICAL,IN,7/22/2020,1029DBC040,RT-66 DEGREASER CLEANER,141,2820,10,A,1/20/2020
J ,20940,PHOENIX FLOOR CARE,MI,6/6/2019,1030SWS050,PHOENIX PRECOAT,54,1381.32,10,A,8/19/1999
S ,3887,DXP METAL WORKING PRODUCTS,TX,6/21/2019,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,6/25/2019,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,5/28/2019,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,6/11/2019,1032JEP040,JEP-14 DEGREASER,7,222.39,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/11/2019,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,3/5/2019,1032JEP040,JEP-14 DEGREASER,2,63.54,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,3/7/2019,1032JEP040,JEP-14 DEGREASER,2,63.54,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,2/7/2019,1032JEP040,JEP-14 DEGREASER,3,95.31,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,2/13/2019,1032JEP040,JEP-14 DEGREASER,2,63.54,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,2/1/2019,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,2/4/2020,1032JEP040,JEP-14 DEGREASER,2,63.54,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/10/2020,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,3/18/2020,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,3/19/2020,1032JEP040,JEP-14 DEGREASER,2,63.54,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/5/2020,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,10/20/2020,1032JEP040,JEP-14 DEGREASER,1,31.77,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,7/20/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,7/22/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,7/6/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,7/10/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,9/24/2020,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,8/21/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,10/22/2020,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,10/16/2020,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,10/12/2020,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/2/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/5/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/17/2020,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,12/3/2020,1032JEP050,JEP-14 DEGREASER,8,266.56,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/18/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,12/22/2020,1032JEP050,JEP-14 DEGREASER,10,333.2,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,3/19/2020,1032JEP050,JEP-14 DEGREASER,3,99.96,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/6/2020,1032JEP050,JEP-14 DEGREASER,12,399.84,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,1/15/2020,1032JEP050,JEP-14 DEGREASER,3,99.96,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,1/29/2020,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,2/4/2020,1032JEP050,JEP-14 DEGREASER,7,233.24,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,1/9/2020,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/25/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/27/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,12/3/2019,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,12/9/2019,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,10/24/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/1/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,11/11/2019,1032JEP050,JEP-14 DEGREASER,8,266.56,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,9/20/2019,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,8/13/2019,1032JEP050,JEP-14 DEGREASER,6,199.92,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,8/20/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,8/6/2019,1032JEP050,JEP-14 DEGREASER,5,166.6,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,5/17/2019,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,5/21/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/25/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,9/17/2019,1032JEP050,JEP-14 DEGREASER,7,233.24,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,5/31/2019,1032JEP050,JEP-14 DEGREASER,3,99.96,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,6/25/2019,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,6/27/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,7/1/2019,1032JEP050,JEP-14 DEGREASER,7,233.24,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,5/30/2019,1032JEP050,JEP-14 DEGREASER,3,99.96,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,1/24/2019,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,2/27/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,2/6/2019,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,3/5/2019,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,3/28/2019,1032JEP050,JEP-14 DEGREASER,2,66.64,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/2/2019,1032JEP050,JEP-14 DEGREASER,3,99.96,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/18/2019,1032JEP050,JEP-14 DEGREASER,3,99.96,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/4/2019,1032JEP050,JEP-14 DEGREASER,1,33.32,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,4/8/2019,1032JEP050,JEP-14 DEGREASER,4,133.28,10,A,11/14/2003
S ,3887,DXP METAL WORKING PRODUCTS,TX,5/15/2019,1032JEP050,JEP-14 DEGREASER,3,99.96,10,A,11/14/2003
S ,7755,GOODRICH CORP,MA,3/12/2019,1032JEP551,JEP-14 (@11.0 PH) (RECONS),4,1969.8,10,A,11/12/2001
S ,7755,GOODRICH CORP,MA,7/12/2019,1032JEP551,JEP-14 (@11.0 PH) (RECONS),2,984.9,10,A,11/12/2001
S ,7755,GOODRICH CORP,MA,12/16/2019,1032JEP551,JEP-14 (@11.0 PH) (RECONS),2,984.9,10,A,11/12/2001
S ,7755,GOODRICH CORP,MA,2/26/2020,1032JEP551,JEP-14 (@11.0 PH) (RECONS),3,1477.35,10,A,11/12/2001
S ,7755,GOODRICH CORP,MA,10/23/2020,1032JEP551,JEP-14 (@11.0 PH) (RECONS),2,984.9,10,A,11/12/2001
S ,7755,GOODRICH CORP,MA,8/26/2020,1032JEP551,JEP-14 (@11.0 PH) (RECONS),2,984.9,10,A,11/12/2001
I ,13660,FUCHS LUBRICANTS CO.,SC,11/18/2019,1032MLC550,RENOCLEAN SUPER 980,1,200.39,10,A,12/10/2002
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,11/21/2019,1036ADP030,ADVANAGE CLEAR,240,4644,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,11/7/2019,1036ADP030,ADVANAGE CLEAR,29,561.15,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,10/16/2019,1036ADP030,ADVANAGE CLEAR,60,1161,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,9/26/2019,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,12/18/2019,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,1/21/2020,1036ADP030,ADVANAGE CLEAR,120,2322,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,3/2/2020,1036ADP030,ADVANAGE CLEAR,120,2322,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,4/8/2020,1036ADP030,ADVANAGE CLEAR,60,1161,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,5/5/2020,1036ADP030,ADVANAGE CLEAR,60,1161,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,6/5/2020,1036ADP030,ADVANAGE CLEAR,60,1161,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,7/15/2020,1036ADP030,ADVANAGE CLEAR,37,715.95,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,6/26/2020,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,7/29/2020,1036ADP030,ADVANAGE CLEAR,23,445.05,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,2/26/2019,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,1/2/2019,1036ADP030,ADVANAGE CLEAR,120,2250,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,1/25/2019,1036ADP030,ADVANAGE CLEAR,60,1161,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,3/27/2019,1036ADP030,ADVANAGE CLEAR,120,2322,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,4/16/2019,1036ADP030,ADVANAGE CLEAR,60,1161,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,5/21/2019,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,8/1/2019,1036ADP030,ADVANAGE CLEAR,24,464.4,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,6/28/2019,1036ADP030,ADVANAGE CLEAR,156,3018.6,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,6/11/2019,1036ADP030,ADVANAGE CLEAR,120,2322,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,8/5/2019,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,8/22/2019,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,9/11/2019,1036ADP030,ADVANAGE CLEAR,120,2322,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,10/29/2020,1036ADP030,ADVANAGE CLEAR,120,2322,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,11/30/2020,1036ADP030,ADVANAGE CLEAR,60,1161,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,9/30/2020,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,8/10/2020,1036ADP030,ADVANAGE CLEAR,180,3483,10,A,10/20/2008
S ,1959,ADVANAGE DIVERSIFIED PRODUCTS,IL,9/4/2020,1036ADP030,ADVANAGE CLEAR,120,2322,10,A,10/20/2008
